DEFB128	ENSG00000185982	ENSP00000335382
RAB1B	ENSG00000174903	ENSP00000310226
CYP2A13	ENSG00000197838	ENSP00000332679
NPHP4	ENSG00000131697	ENSP00000367398
KREMEN2	ENSG00000131650	ENSP00000304422
PAFAH1B2	ENSG00000168092	ENSP00000435289
ZNF597	ENSG00000167981	ENSP00000301744
SMARCD3	ENSG00000082014	ENSP00000262188
SH3GLB2	ENSG00000148341	ENSP00000361634
SYNE3	ENSG00000176438	ENSP00000334308
NAT8L	ENSG00000185818	ENSP00000413064
VASN	ENSG00000168140	ENSP00000306864
SLC22A17	ENSG00000092096	ENSP00000380437
DRAXIN	ENSG00000162490	ENSP00000294485
SEMA4D	ENSG00000187764	ENSP00000416523
FZD6	ENSG00000164930	ENSP00000351605
TGFBRAP1	ENSG00000135966	ENSP00000377027
CYP11B2	ENSG00000179142	ENSP00000325822
PYURF	ENSG00000145337	ENSP00000273968
YEATS4	ENSG00000127337	ENSP00000247843
CPLANE2	ENSG00000132881	ENSP00000364749
ASPSCR1	ENSG00000169696	ENSP00000306625
PTPRE	ENSG00000132334	ENSP00000254667
TIMMDC1	ENSG00000113845	ENSP00000418803
MRPL32	ENSG00000106591	ENSP00000223324
IGF2BP1	ENSG00000159217	ENSP00000290341
LY6K	ENSG00000160886	ENSP00000292430
ADK	ENSG00000156110	ENSP00000286621
CES1	ENSG00000198848	ENSP00000353720
ABCB1	ENSG00000085563	ENSP00000478255
MRAS	ENSG00000158186	ENSP00000289104
ARID5B	ENSG00000150347	ENSP00000279873
TNS2	ENSG00000111077	ENSP00000319756
HIF1AN	ENSG00000166135	ENSP00000299163
FGL1	ENSG00000104760	ENSP00000381133
VPS39	ENSG00000166887	ENSP00000335193
MED29	ENSG00000063322	ENSP00000314343
STIM2	ENSG00000109689	ENSP00000417569
CD70	ENSG00000125726	ENSP00000245903
C3	ENSG00000125730	ENSP00000245907
DUSP19	ENSG00000162999	ENSP00000346160
UBE2D3	ENSG00000109332	ENSP00000349722
HLA-DRA	ENSG00000204287	ENSP00000378786
TECTA	ENSG00000109927	ENSP00000376543
TGFB1I1	ENSG00000140682	ENSP00000378332
TEAD2	ENSG00000074219	ENSP00000472109
ZNF43	ENSG00000198521	ENSP00000350085
GLUD1	ENSG00000148672	ENSP00000277865
NUP62	ENSG00000213024	ENSP00000471191
BCAT2	ENSG00000105552	ENSP00000322991
SHARPIN	ENSG00000179526	ENSP00000381698
LINGO1	ENSG00000169783	ENSP00000347451
CLP1	ENSG00000172409	ENSP00000434995
TSPAN2	ENSG00000134198	ENSP00000358529
GCK	ENSG00000106633	ENSP00000223366
COL5A2	ENSG00000204262	ENSP00000364000
RAB3IP	ENSG00000127328	ENSP00000447300
DNAL1	ENSG00000119661	ENSP00000452037
BNIP3	ENSG00000176171	ENSP00000357625
TACR2	ENSG00000075073	ENSP00000362403
SLC3A2	ENSG00000168003	ENSP00000367123
UBE2QL1	ENSG00000215218	ENSP00000382713
KLC1	ENSG00000126214	ENSP00000414982
EPHB3	ENSG00000182580	ENSP00000332118
PPP1R17	ENSG00000106341	ENSP00000340125
CCNE2	ENSG00000175305	ENSP00000429089
KRIT1	ENSG00000001631	ENSP00000378015
MRFAP1L1	ENSG00000178988	ENSP00000318154
S100A7	ENSG00000143556	ENSP00000357712
NTF4	ENSG00000225950	ENSP00000469455
LYAR	ENSG00000145220	ENSP00000345917
ADRA2A	ENSG00000150594	ENSP00000280155
TIMM13	ENSG00000099800	ENSP00000215570
PF4	ENSG00000163737	ENSP00000296029
DST	ENSG00000151914	ENSP00000307959
MGST3	ENSG00000143198	ENSP00000356864
ZNF596	ENSG00000172748	ENSP00000381613
DPYS	ENSG00000147647	ENSP00000276651
CLEC4M	ENSG00000104938	ENSP00000316228
CLCN2	ENSG00000114859	ENSP00000265593
TBX21	ENSG00000073861	ENSP00000177694
EIF3H	ENSG00000147677	ENSP00000429931
ANKRA2	ENSG00000164331	ENSP00000296785
TFB2M	ENSG00000162851	ENSP00000355471
KRI1	ENSG00000129347	ENSP00000320917
COASY	ENSG00000068120	ENSP00000464814
OR5M8	ENSG00000181371	ENSP00000323354
ACSM1	ENSG00000166743	ENSP00000301956
ORAI2	ENSG00000160991	ENSP00000348752
PPP2R2B	ENSG00000156475	ENSP00000377936
MAP4K1	ENSG00000104814	ENSP00000465039
H2BC4	ENSG00000180596	ENSP00000321744
H4C5	ENSG00000276966	ENSP00000484789
RGS18	ENSG00000150681	ENSP00000356430
EGR1	ENSG00000120738	ENSP00000239938
CERS6	ENSG00000172292	ENSP00000376453
PLSCR1	ENSG00000188313	ENSP00000345494
EIPR1	ENSG00000032389	ENSP00000371559
UHMK1	ENSG00000152332	ENSP00000420270
CFAP36	ENSG00000163001	ENSP00000342699
OR8H1	ENSG00000181693	ENSP00000323595
AMOTL2	ENSG00000114019	ENSP00000424765
ZNF559	ENSG00000188321	ENSP00000468153
KCNJ13	ENSG00000115474	ENSP00000233826
NGEF	ENSG00000066248	ENSP00000264051
PRKAG1	ENSG00000181929	ENSP00000323867
CHRM3	ENSG00000133019	ENSP00000255380
RNF26	ENSG00000173456	ENSP00000312439
SYT11	ENSG00000132718	ENSP00000357307
RIT1	ENSG00000143622	ENSP00000357305
F2R	ENSG00000181104	ENSP00000321326
NBL1	ENSG00000158747	ENSP00000473411
KRT8	ENSG00000170421	ENSP00000449404
SEPTIN4	ENSG00000108387	ENSP00000402000
RPL6	ENSG00000089009	ENSP00000403172
KRT34	ENSG00000131737	ENSP00000377570
KIAA2013	ENSG00000116685	ENSP00000365756
PLOD1	ENSG00000083444	ENSP00000196061
DNAJC10	ENSG00000077232	ENSP00000264065
CORO6	ENSG00000167549	ENSP00000344562
KIF2C	ENSG00000142945	ENSP00000361298
KRT19	ENSG00000171345	ENSP00000355124
CYTH2	ENSG00000105443	ENSP00000408236
GADL1	ENSG00000144644	ENSP00000282538
SIRT2	ENSG00000068903	ENSP00000249396
ANKRD28	ENSG00000206560	ENSP00000382379
MMADHC	ENSG00000168288	ENSP00000389060
TAF5L	ENSG00000135801	ENSP00000258281
CPSF4L	ENSG00000187959	ENSP00000343900
SNRNP27	ENSG00000124380	ENSP00000244227
RNF213	ENSG00000173821	ENSP00000464087
CCDC174	ENSG00000154781	ENSP00000373304
LCT	ENSG00000115850	ENSP00000264162
MECR	ENSG00000116353	ENSP00000263702
DYSF	ENSG00000135636	ENSP00000386881
ARNT	ENSG00000143437	ENSP00000351407
CASR	ENSG00000036828	ENSP00000420194
GPR17	ENSG00000144230	ENSP00000442982
YIPF4	ENSG00000119820	ENSP00000238831
IFI6	ENSG00000126709	ENSP00000342513
TARDBP	ENSG00000120948	ENSP00000240185
CTDSP1	ENSG00000144579	ENSP00000273062
EXO1	ENSG00000174371	ENSP00000355506
UBE2U	ENSG00000177414	ENSP00000360116
CSF3R	ENSG00000119535	ENSP00000362195
TMED5	ENSG00000117500	ENSP00000359305
MAP4K4	ENSG00000071054	ENSP00000343658
LGR6	ENSG00000133067	ENSP00000356247
CHD1L	ENSG00000131778	ENSP00000358262
SRRM1	ENSG00000133226	ENSP00000326261
PRDM2	ENSG00000116731	ENSP00000235372
MT-ND3	ENSG00000198840	ENSP00000355206
TMX4	ENSG00000125827	ENSP00000246024
ASCC2	ENSG00000100325	ENSP00000380877
SERPINB10	ENSG00000242550	ENSP00000238508
RP2	ENSG00000102218	ENSP00000218340
KCTD1	ENSG00000134504	ENSP00000384367
VSIG4	ENSG00000155659	ENSP00000363869
FOXR2	ENSG00000189299	ENSP00000427329
PIN4	ENSG00000102309	ENSP00000362773
SPON2	ENSG00000159674	ENSP00000483599
RTL6	ENSG00000188636	ENSP00000340434
CD274	ENSG00000120217	ENSP00000370989
RBM25	ENSG00000119707	ENSP00000261973
GMDS	ENSG00000112699	ENSP00000370194
COG6	ENSG00000133103	ENSP00000397441
PRTFDC1	ENSG00000099256	ENSP00000318602
RAB9B	ENSG00000123570	ENSP00000243298
UBE2L3	ENSG00000185651	ENSP00000400906
CDKAL1	ENSG00000145996	ENSP00000274695
GRIK1	ENSG00000171189	ENSP00000382791
CHAMP1	ENSG00000198824	ENSP00000354730
UPF3A	ENSG00000169062	ENSP00000364448
PSMA8	ENSG00000154611	ENSP00000311121
ZWINT	ENSG00000122952	ENSP00000363055
CSNK2A3	ENSG00000254598	ENSP00000473553
NCBP1	ENSG00000136937	ENSP00000364289
CYFIP1	ENSG00000273749	ENSP00000481038
ZNF770	ENSG00000198146	ENSP00000348673
CUL4A	ENSG00000139842	ENSP00000364589
PRICKLE3	ENSG00000012211	ENSP00000470248
COMMD7	ENSG00000149600	ENSP00000278980
RASSF2	ENSG00000101265	ENSP00000368710
DDX3X	ENSG00000215301	ENSP00000382840
IFNA10	ENSG00000186803	ENSP00000369566
GABRG3	ENSG00000182256	ENSP00000479113
RAMP3	ENSG00000122679	ENSP00000242249
HECW1	ENSG00000002746	ENSP00000379228
CEP162	ENSG00000135315	ENSP00000385215
BLOC1S2	ENSG00000196072	ENSP00000359398
LRRC1	ENSG00000137269	ENSP00000359925
	ENSG00000256500	ENSP00000439065
ZNF804B	ENSG00000182348	ENSP00000329638
PLCB2	ENSG00000137841	ENSP00000260402
RLN2	ENSG00000107014	ENSP00000371040
PPP1R3B	ENSG00000173281	ENSP00000308318
MPST	ENSG00000128309	ENSP00000380402
FPGS	ENSG00000136877	ENSP00000362344
RAB40C	ENSG00000197562	ENSP00000438492
CENPP	ENSG00000188312	ENSP00000364737
NEFH	ENSG00000100285	ENSP00000311997
RELT	ENSG00000054967	ENSP00000064780
GYPA	ENSG00000170180	ENSP00000354003
FASTKD3	ENSG00000124279	ENSP00000264669
RAD21L1	ENSG00000244588	ENSP00000386414
TPO	ENSG00000115705	ENSP00000318820
UAP1L1	ENSG00000197355	ENSP00000386935
TUBB4B	ENSG00000188229	ENSP00000341289
THAP7	ENSG00000184436	ENSP00000215742
QRFP	ENSG00000188710	ENSP00000485512
HAUS7	ENSG00000213397	ENSP00000359230
MSMO1	ENSG00000052802	ENSP00000261507
CYP1B1	ENSG00000138061	ENSP00000478561
GDI2	ENSG00000057608	ENSP00000369538
FAM133A	ENSG00000179083	ENSP00000318974
ATF4	ENSG00000128272	ENSP00000336790
IZUMO3	ENSG00000205442	ENSP00000474246
PRKCE	ENSG00000171132	ENSP00000306124
DNAJB6	ENSG00000105993	ENSP00000262177
USP46	ENSG00000109189	ENSP00000407818
USP17L21	ENSG00000249811	ENSP00000422216
HNF4G	ENSG00000164749	ENSP00000379701
OR51Q1	ENSG00000167360	ENSP00000300778
CYSLTR2	ENSG00000152207	ENSP00000282018
ILRUN	ENSG00000196821	ENSP00000363135
GTF3C1	ENSG00000077235	ENSP00000348510
SUGT1	ENSG00000165416	ENSP00000367208
RGS9	ENSG00000108370	ENSP00000262406
SH2B3	ENSG00000111252	ENSP00000345492
LRRFIP2	ENSG00000093167	ENSP00000338727
MRPL33	ENSG00000243147	ENSP00000296102
AKR1B10	ENSG00000198074	ENSP00000352584
WRN	ENSG00000165392	ENSP00000298139
PLET1	ENSG00000188771	ENSP00000341412
CTSL	ENSG00000135047	ENSP00000345344
TBC1D7	ENSG00000145979	ENSP00000475727
CYP24A1	ENSG00000019186	ENSP00000216862
FBXW8	ENSG00000174989	ENSP00000310686
MRPL57	ENSG00000173141	ENSP00000310726
GALNT4	ENSG00000257594	ENSP00000436604
EXOSC8	ENSG00000120699	ENSP00000374354
STOML2	ENSG00000165283	ENSP00000348886
ENTPD3	ENSG00000168032	ENSP00000301825
PIF1	ENSG00000140451	ENSP00000328174
SKI	ENSG00000157933	ENSP00000367797
UBA1	ENSG00000130985	ENSP00000338413
MRPL2	ENSG00000112651	ENSP00000373404
BHMT2	ENSG00000132840	ENSP00000255192
ZNF114	ENSG00000178150	ENSP00000469998
NAP1L4	ENSG00000205531	ENSP00000369915
BCL3	ENSG00000069399	ENSP00000164227
DRAP1	ENSG00000175550	ENSP00000307850
ADAMTS18	ENSG00000140873	ENSP00000282849
ARHGEF16	ENSG00000130762	ENSP00000367629
HS6ST1	ENSG00000136720	ENSP00000259241
YWHAG	ENSG00000170027	ENSP00000306330
FSCN1	ENSG00000075618	ENSP00000371798
EOGT	ENSG00000163378	ENSP00000373206
KAZN	ENSG00000189337	ENSP00000365198
PIGY	ENSG00000255072	ENSP00000432688
FGFR1OP2	ENSG00000111790	ENSP00000229395
CACNA2D4	ENSG00000151062	ENSP00000372169
TBR1	ENSG00000136535	ENSP00000374205
DIO2	ENSG00000211448	ENSP00000450980
RIMKLA	ENSG00000177181	ENSP00000414330
SPCS1	ENSG00000114902	ENSP00000478310
B3GNT4	ENSG00000176383	ENSP00000319636
CYP2C9	ENSG00000138109	ENSP00000260682
ZNF621	ENSG00000172888	ENSP00000340841
PAX2	ENSG00000075891	ENSP00000359319
CHRNA6	ENSG00000147434	ENSP00000276410
SLC31A1	ENSG00000136868	ENSP00000363329
EPHA5	ENSG00000145242	ENSP00000480763
KIF7	ENSG00000166813	ENSP00000377934
SYNPO	ENSG00000171992	ENSP00000377789
ZNF248	ENSG00000198105	ENSP00000379208
PKD2	ENSG00000118762	ENSP00000237596
RNF14	ENSG00000013561	ENSP00000378028
OGA	ENSG00000198408	ENSP00000354850
SIAH2	ENSG00000181788	ENSP00000322457
CA9	ENSG00000107159	ENSP00000367608
SCUBE3	ENSG00000146197	ENSP00000274938
PHF20L1	ENSG00000129292	ENSP00000378784
FXR1	ENSG00000114416	ENSP00000350170
TRAF2	ENSG00000127191	ENSP00000247668
BTN3A2	ENSG00000186470	ENSP00000348751
GRK6	ENSG00000198055	ENSP00000433511
BTN3A3	ENSG00000111801	ENSP00000244519
GLP2R	ENSG00000065325	ENSP00000262441
PPP1R7	ENSG00000115685	ENSP00000234038
GSTM2	ENSG00000213366	ENSP00000241337
IGFBP1	ENSG00000146678	ENSP00000275525
PLEKHA2	ENSG00000169499	ENSP00000482228
GSAP	ENSG00000186088	ENSP00000257626
CD5	ENSG00000110448	ENSP00000342681
ZNF571	ENSG00000180479	ENSP00000333660
ZKSCAN8	ENSG00000198315	ENSP00000332750
MTSS1	ENSG00000170873	ENSP00000322804
MRPS5	ENSG00000144029	ENSP00000272418
RPS18	ENSG00000231500	ENSP00000393241
JUND	ENSG00000130522	ENSP00000252818
DYNLT2B	ENSG00000213123	ENSP00000324323
SSBP4	ENSG00000130511	ENSP00000270061
KCNH2	ENSG00000055118	ENSP00000262186
PTPN20	ENSG00000204179	ENSP00000363459
WHAMM	ENSG00000156232	ENSP00000286760
PCYT1A	ENSG00000161217	ENSP00000292823
TRIM56	ENSG00000169871	ENSP00000305161
ZNF326	ENSG00000162664	ENSP00000340796
FXYD1	ENSG00000266964	ENSP00000481244
SEC22A	ENSG00000121542	ENSP00000310521
PCDHA9	ENSG00000204961	ENSP00000436042
NSG1	ENSG00000168824	ENSP00000388823
GRWD1	ENSG00000105447	ENSP00000253237
HCAR2	ENSG00000182782	ENSP00000375066
PYCR3	ENSG00000104524	ENSP00000220966
GBF1	ENSG00000107862	ENSP00000359000
CEP20	ENSG00000133393	ENSP00000255759
NACA	ENSG00000196531	ENSP00000448035
NCAPD2	ENSG00000010292	ENSP00000325017
BUD13	ENSG00000137656	ENSP00000260210
ZPR1	ENSG00000109917	ENSP00000227322
REXO1	ENSG00000079313	ENSP00000170168
GAB1	ENSG00000109458	ENSP00000262995
CRYBA1	ENSG00000108255	ENSP00000225387
APOA4	ENSG00000110244	ENSP00000350425
LY86	ENSG00000112799	ENSP00000369286
RPL23A	ENSG00000198242	ENSP00000389103
RCSD1	ENSG00000198771	ENSP00000356828
MRPS16	ENSG00000182180	ENSP00000362036
GATA4	ENSG00000136574	ENSP00000334458
FANCL	ENSG00000115392	ENSP00000385021
HSPA9	ENSG00000113013	ENSP00000297185
DISP2	ENSG00000140323	ENSP00000267889
OR51E2	ENSG00000167332	ENSP00000380153
TSG101	ENSG00000074319	ENSP00000251968
NFKBID	ENSG00000167604	ENSP00000380109
MYD88	ENSG00000172936	ENSP00000401399
CLDN1	ENSG00000163347	ENSP00000295522
TPGS1	ENSG00000141933	ENSP00000352265
TUBB3	ENSG00000258947	ENSP00000320295
ILF3	ENSG00000129351	ENSP00000404121
TFDP2	ENSG00000114126	ENSP00000439782
IRAG1	ENSG00000072952	ENSP00000412130
OR5B21	ENSG00000198283	ENSP00000353537
KANK2	ENSG00000197256	ENSP00000468002
PGAP6	ENSG00000129925	ENSP00000401338
NICN1	ENSG00000145029	ENSP00000273598
POLE	ENSG00000177084	ENSP00000322570
RNF123	ENSG00000164068	ENSP00000328287
H2BC15	ENSG00000233822	ENSP00000483903
ITGB1BP1	ENSG00000119185	ENSP00000353850
PHACTR1	ENSG00000112137	ENSP00000329880
EFNA5	ENSG00000184349	ENSP00000328777
OR5P2	ENSG00000183303	ENSP00000331823
RPL41	ENSG00000229117	ENSP00000449026
FUT5	ENSG00000130383	ENSP00000466880
RAB6B	ENSG00000154917	ENSP00000285208
CLASP1	ENSG00000074054	ENSP00000263710
APBB1	ENSG00000166313	ENSP00000477213
KCNH1	ENSG00000143473	ENSP00000271751
MVP	ENSG00000013364	ENSP00000378760
ST8SIA1	ENSG00000111728	ENSP00000379353
PHLDA1	ENSG00000139289	ENSP00000266671
LILRB5	ENSG00000105609	ENSP00000406478
OBSL1	ENSG00000124006	ENSP00000385636
EFNA1	ENSG00000169242	ENSP00000357392
CCDC124	ENSG00000007080	ENSP00000471455
SNRPE	ENSG00000182004	ENSP00000400591
STK36	ENSG00000163482	ENSP00000295709
LMO1	ENSG00000166407	ENSP00000338207
SYNRG	ENSG00000275066	ENSP00000483453
F2RL2	ENSG00000164220	ENSP00000296641
PRDM4	ENSG00000110851	ENSP00000228437
ADAMTS6	ENSG00000049192	ENSP00000370443
FADS6	ENSG00000172782	ENSP00000481684
RASSF9	ENSG00000198774	ENSP00000354884
KRT18	ENSG00000111057	ENSP00000373487
KRAS	ENSG00000133703	ENSP00000256078
NR1H2	ENSG00000131408	ENSP00000253727
OR1A2	ENSG00000172150	ENSP00000371377
EIF1	ENSG00000173812	ENSP00000419449
STX2	ENSG00000111450	ENSP00000376178
MAU2	ENSG00000129933	ENSP00000262815
HMGCS2	ENSG00000134240	ENSP00000358414
PXN	ENSG00000089159	ENSP00000267257
ERGIC2	ENSG00000087502	ENSP00000353270
KLRF1	ENSG00000150045	ENSP00000483713
KLHL10	ENSG00000161594	ENSP00000293303
GP1BA	ENSG00000185245	ENSP00000329380
CCDC12	ENSG00000160799	ENSP00000292314
MUC20	ENSG00000176945	ENSP00000414350
KCNMB3	ENSG00000171121	ENSP00000319370
CHRNB2	ENSG00000160716	ENSP00000357461
ELOVL1	ENSG00000066322	ENSP00000477602
SASS6	ENSG00000156876	ENSP00000287482
NTRK1	ENSG00000198400	ENSP00000431418
SNAPIN	ENSG00000143553	ENSP00000357674
MRPS15	ENSG00000116898	ENSP00000362208
CSDE1	ENSG00000009307	ENSP00000481762
DRG1	ENSG00000185721	ENSP00000329715
TGM2	ENSG00000198959	ENSP00000355330
HSPH1	ENSG00000120694	ENSP00000318687
WASF3	ENSG00000132970	ENSP00000335055
SLC9A7	ENSG00000065923	ENSP00000480916
POLN	ENSG00000130997	ENSP00000435506
GTF3A	ENSG00000122034	ENSP00000370532
MIS18A	ENSG00000159055	ENSP00000290130
UCN3	ENSG00000178473	ENSP00000369798
TCL1B	ENSG00000213231	ENSP00000343223
PTTG1IP	ENSG00000183255	ENSP00000328325
FTCD	ENSG00000160282	ENSP00000291670
TPTE2	ENSG00000132958	ENSP00000383089
DGKQ	ENSG00000145214	ENSP00000273814
SSX7	ENSG00000187754	ENSP00000298181
ALG2	ENSG00000119523	ENSP00000417764
TRIM26	ENSG00000234127	ENSP00000410446
COX4I2	ENSG00000131055	ENSP00000365243
ANKFY1	ENSG00000185722	ENSP00000459943
ICA1	ENSG00000003147	ENSP00000385570
ETV1	ENSG00000006468	ENSP00000405327
ANKRD2	ENSG00000165887	ENSP00000306163
FGFBP3	ENSG00000174721	ENSP00000339067
PKHD1	ENSG00000170927	ENSP00000360158
SVIP	ENSG00000198168	ENSP00000346130
ACYP1	ENSG00000119640	ENSP00000238618
FGD2	ENSG00000146192	ENSP00000274963
LPIN3	ENSG00000132793	ENSP00000362354
CAVIN3	ENSG00000170955	ENSP00000307292
SFRP4	ENSG00000106483	ENSP00000410715
PDE5A	ENSG00000138735	ENSP00000347046
ASL	ENSG00000126522	ENSP00000307188
BLMH	ENSG00000108578	ENSP00000261714
ARHGEF9	ENSG00000131089	ENSP00000253401
FCHSD2	ENSG00000137478	ENSP00000386722
FBXL16	ENSG00000127585	ENSP00000380746
SRPX2	ENSG00000102359	ENSP00000362095
ATP1B4	ENSG00000101892	ENSP00000218008
OGN	ENSG00000106809	ENSP00000262551
FABP7	ENSG00000164434	ENSP00000357429
AKAP10	ENSG00000108599	ENSP00000225737
SOCS7	ENSG00000274211	ENSP00000482229
RGP1	ENSG00000107185	ENSP00000367318
BCLAF1	ENSG00000029363	ENSP00000435210
CUL5	ENSG00000166266	ENSP00000376808
BCOR	ENSG00000183337	ENSP00000367705
VMA21	ENSG00000160131	ENSP00000333255
AUH	ENSG00000148090	ENSP00000364883
PPP2R2A	ENSG00000221914	ENSP00000325074
	ENSG00000286088	ENSP00000357900
RGS10	ENSG00000148908	ENSP00000358099
PBK	ENSG00000168078	ENSP00000428489
NAXD	ENSG00000213995	ENSP00000311984
NR1D1	ENSG00000126368	ENSP00000246672
TCF20	ENSG00000100207	ENSP00000352463
DAAM1	ENSG00000100592	ENSP00000378557
SUMO4	ENSG00000177688	ENSP00000318635
GRM8	ENSG00000179603	ENSP00000344173
USP17L8	ENSG00000237038	ENSP00000485306
ELOVL7	ENSG00000164181	ENSP00000424123
HS1BP3	ENSG00000118960	ENSP00000305193
GAST	ENSG00000184502	ENSP00000331358
ZNF705G	ENSG00000215372	ENSP00000383020
MAOA	ENSG00000189221	ENSP00000340684
NEIL1	ENSG00000140398	ENSP00000347170
SLC25A22	ENSG00000177542	ENSP00000322020
RAB11FIP3	ENSG00000090565	ENSP00000262305
IFNGR1	ENSG00000027697	ENSP00000356713
CD207	ENSG00000116031	ENSP00000386378
PIGT	ENSG00000124155	ENSP00000279036
NFE2L1	ENSG00000082641	ENSP00000354855
DENND2A	ENSG00000146966	ENSP00000275884
PJA2	ENSG00000198961	ENSP00000354775
PRPF6	ENSG00000101161	ENSP00000266079
GFOD2	ENSG00000141098	ENSP00000268797
ZNF737	ENSG00000237440	ENSP00000395733
TNFRSF11B	ENSG00000164761	ENSP00000297350
KHDRBS2	ENSG00000112232	ENSP00000281156
RAB15	ENSG00000139998	ENSP00000267512
GUCA1B	ENSG00000112599	ENSP00000230361
GTF3C6	ENSG00000155115	ENSP00000357863
SYBU	ENSG00000147642	ENSP00000407118
MAPK8IP1	ENSG00000121653	ENSP00000241014
CENPW	ENSG00000203760	ENSP00000357308
ABHD5	ENSG00000011198	ENSP00000390849
MRPS33	ENSG00000090263	ENSP00000376732
UBN1	ENSG00000118900	ENSP00000379894
IFNG	ENSG00000111537	ENSP00000229135
RAB2A	ENSG00000104388	ENSP00000262646
ZNF394	ENSG00000160908	ENSP00000337363
RFC5	ENSG00000111445	ENSP00000408295
EBAG9	ENSG00000147654	ENSP00000337675
PRPH2	ENSG00000112619	ENSP00000230381
PRG2	ENSG00000186652	ENSP00000312134
PTPN4	ENSG00000088179	ENSP00000263708
MYOZ1	ENSG00000177791	ENSP00000352272
ZNF610	ENSG00000167554	ENSP00000383922
NEUROG3	ENSG00000122859	ENSP00000242462
NSD2	ENSG00000109685	ENSP00000372351
PLCL1	ENSG00000115896	ENSP00000402861
TNFRSF1B	ENSG00000028137	ENSP00000365435
PFKP	ENSG00000067057	ENSP00000370517
LSM2	ENSG00000204392	ENSP00000364813
WDR5	ENSG00000196363	ENSP00000351446
VKORC1	ENSG00000167397	ENSP00000378426
PRSS8	ENSG00000052344	ENSP00000319730
CRYM	ENSG00000103316	ENSP00000219599
MATN1	ENSG00000162510	ENSP00000362870
KIF20A	ENSG00000112984	ENSP00000378356
CWC22	ENSG00000163510	ENSP00000387006
USP48	ENSG00000090686	ENSP00000309262
CSH1	ENSG00000136488	ENSP00000316416
OR10G6	ENSG00000198674	ENSP00000477445
LCMT2	ENSG00000168806	ENSP00000307214
PECR	ENSG00000115425	ENSP00000265322
KEL	ENSG00000197993	ENSP00000347409
EPB41L5	ENSG00000115109	ENSP00000263713
CTSD	ENSG00000117984	ENSP00000236671
NECTIN3	ENSG00000177707	ENSP00000418070
RPS16	ENSG00000105193	ENSP00000251453
SEC16A	ENSG00000148396	ENSP00000325827
AK5	ENSG00000154027	ENSP00000346577
PDE1A	ENSG00000115252	ENSP00000410309
TNFSF10	ENSG00000121858	ENSP00000241261
TFPI	ENSG00000003436	ENSP00000233156
SNX32	ENSG00000172803	ENSP00000310620
ART3	ENSG00000156219	ENSP00000348064
MPPED2	ENSG00000066382	ENSP00000350833
CD72	ENSG00000137101	ENSP00000379980
FGF23	ENSG00000118972	ENSP00000237837
DENND1A	ENSG00000119522	ENSP00000362727
PRX	ENSG00000105227	ENSP00000326018
GPAA1	ENSG00000197858	ENSP00000347206
H2AC7	ENSG00000196866	ENSP00000341094
ACER3	ENSG00000078124	ENSP00000434480
EPHA4	ENSG00000116106	ENSP00000281821
GSTM5	ENSG00000134201	ENSP00000256593
ZNF138	ENSG00000197008	ENSP00000303533
SRSF2	ENSG00000161547	ENSP00000376276
ERH	ENSG00000100632	ENSP00000451080
IFI27	ENSG00000165949	ENSP00000483430
DAXX	ENSG00000204209	ENSP00000363668
MIDEAS	ENSG00000156030	ENSP00000286523
SENP8	ENSG00000166192	ENSP00000340505
HOXA5	ENSG00000106004	ENSP00000222726
PCMT1	ENSG00000120265	ENSP00000356354
	ENSG00000257184	ENSP00000421799
STAP2	ENSG00000178078	ENSP00000468927
MED13L	ENSG00000123066	ENSP00000281928
UNG	ENSG00000076248	ENSP00000242576
BCL2L10	ENSG00000137875	ENSP00000260442
TSHB	ENSG00000134200	ENSP00000256592
E2F6	ENSG00000169016	ENSP00000370936
LYL1	ENSG00000104903	ENSP00000264824
COG8	ENSG00000213380	ENSP00000305459
SRSF8	ENSG00000263465	ENSP00000480140
ZNF775	ENSG00000196456	ENSP00000330838
ADPGK	ENSG00000159322	ENSP00000312250
HARS1	ENSG00000170445	ENSP00000425634
ACVRL1	ENSG00000139567	ENSP00000373574
POM121	ENSG00000196313	ENSP00000378687
GABPB2	ENSG00000143458	ENSP00000357914
SLAMF6	ENSG00000162739	ENSP00000357036
SDF2	ENSG00000132581	ENSP00000247020
DNAJC9	ENSG00000213551	ENSP00000362041
SULT1A2	ENSG00000197165	ENSP00000378992
NFYB	ENSG00000120837	ENSP00000240055
RECQL4	ENSG00000160957	ENSP00000482313
ACAA1	ENSG00000060971	ENSP00000333664
DNMT1	ENSG00000130816	ENSP00000352516
CDK5R2	ENSG00000171450	ENSP00000304250
TBX19	ENSG00000143178	ENSP00000356795
TSPAN17	ENSG00000048140	ENSP00000309036
GGA3	ENSG00000125447	ENSP00000438085
RPL27A	ENSG00000166441	ENSP00000346015
RRM2B	ENSG00000048392	ENSP00000251810
SKP2	ENSG00000145604	ENSP00000274255
OPCML	ENSG00000183715	ENSP00000330862
CENPN	ENSG00000166451	ENSP00000377007
PSMD6	ENSG00000163636	ENSP00000418695
GIPR	ENSG00000010310	ENSP00000467494
TAT	ENSG00000198650	ENSP00000348234
H2BC9	ENSG00000275713	ENSP00000479169
RPS13	ENSG00000110700	ENSP00000435777
EGLN1	ENSG00000135766	ENSP00000355601
WNT9A	ENSG00000143816	ENSP00000272164
PAPPA2	ENSG00000116183	ENSP00000356634
