id	name	RWR	RWR + Curv	RWR + Prior(uKIN)	RWR + Prior(uKIN, Curv)	RWR + Prior(uKIN) + Curv	RWR + Prior(uKIN, Curv) + Curv	RWR + Prior(RWR)	RWR + Prior(RWR, Curv)	RWR + Prior(RWR) + Curv	RWR + Prior(RWR, Curv) + Curv
ENSP00000007390	TSR3	4.953235916796026	5.126769997107062	4.079434372369633	3.851461830127772	4.151418063604715	3.891817204872721	3.592108120422315	3.592204257444991	3.5925923015433736	3.5927052493885414
ENSP00000007722	ITGA3	24.576320128610565	25.090060313498572	24.87288544713298	24.710892045829585	25.487554727500008	25.391331562218248	11.930257481197936	12.669898241465502	13.023878929249834	13.711114881832374
ENSP00000007735	KRT33A	7.929941156616331	7.970159866717607	7.223153694525917	6.657409367954042	7.3656086899074324	6.8811540594773675	2.504133073925617	2.5137361959053286	2.5322423840058086	2.543823418867229
ENSP00000008391	TFAP2D	5.782327804446454	6.355076852827456	5.258498866118351	4.6910840819599615	5.767280909327623	5.128468854043239	1.5915602859310762	1.6006478574718817	1.6121917531561865	1.6226884353906168
ENSP00000008527	CRY1	8.511142613960555	8.889814152860085	8.397451169523046	8.211994269318781	8.716950007304048	8.496030668640808	3.910268211250204	3.9443664449994955	3.835231774906502	4.0672939208341194
ENSP00000008938	PGLYRP1	15.094569071014313	16.140408665075427	14.92560770494228	14.594619895411878	16.046138731284103	15.756036876237378	4.637313818708761	5.367526568914887	5.513113636322414	6.186267861485062
ENSP00000009041	STARD3NL	9.382367783489562	9.520105067066513	7.020225360224625	6.161364837238634	7.0953125115514935	6.212654233923291	4.315938884406477	4.343207999107833	4.323219160879255	4.351932231574757
ENSP00000009105	CAMK1G	5.100010475784637	5.279872711845578	4.891864774232237	4.719189861320549	5.057965031386615	4.870521063385884	3.3687980820721717	3.382055962859242	3.3855703527314516	3.3998698063796775
ENSP00000009530	CD74	14.563366776648031	14.702883383144137	17.58166142185112	20.290896334064026	17.805905523808505	20.59728503456134	49.68342754445415	53.4982061142595	55.7189324455971	57.56557745823793
ENSP00000011292	CPA1	8.19793766334939	8.798350846329308	5.723186863740661	4.93096666539972	6.108231281327722	5.151451405872274	4.1703605414640394	4.176631481493309	4.178436506772585	4.187687162448172
ENSP00000011619	RANBP9	12.963558166299505	13.251181695755182	12.70171974659633	12.299337806126584	13.022656481961418	12.608275711700507	8.26572247335232	8.159040435478465	8.477884446542308	8.34230849407207
ENSP00000011653	CD4	32.9690025807734	32.309106578808255	35.33164158886795	37.01906405952254	34.52306129184699	35.972935178275684	44.93242933146215	47.299102084816376	47.6977035327168	48.8646567309028
ENSP00000012443	PPP5C	20.870795345233486	20.701679238449127	21.70694151408713	22.339018459417904	21.481226323788885	22.044715495969793	14.186268965982132	14.695944256936464	14.4791960333653	14.750433600537853
ENSP00000013070	UBR7	3.792773716778589	3.7883540365919917	3.707579473725445	3.6556619718406727	3.7051526953453022	3.6541223642507887	3.5141382539796235	3.514168863513796	3.5141704498519677	3.514190450163552
